HexCode,IntCode,Name,Message
0x80061024,-2147086300,"CannotAddProductToKit","You can't add a product that belongs to a product family to a kit."
0x80061026,-2147086298,"CannotAddProductToRetiredKit","You can't add a product to a retired kit."
0x80040522,-2147220190,"CannotAddQueueItemsToInactiveQueue","The selected user does not have sufficient permissions to work on items in this queue."
0x80061033,-2147086285,"CannotAddRetiredProduct","You can’t create a product relationship with a retired product."
0x80061027,-2147086297,"CannotAddRetiredProductToKit","You can't add a retired product to a kit."
0x80061009,-2147086327,"CannotAddRetiredProductToPricelist","Retired products can not be added to pricelists."
0x8004051c,-2147220196,"CannotAddSingleQueueEnabledEntityToQueue","The entity record cannot be added to the queue as it already exists in other queue."
0x8004F018,-2147160040,"CannotAddSolutionComponentWithoutRoots","This item is not a valid solution component. For more information about solution components, see the Microsoft Dynamics 365 SDK documentation."
0x800609A6,-2147087962,"CannotAddUserToMobileOfflineProfile","You can’t add this user to this mobile offline profile because the user’s role is either missing or doesn’t have the Dynamics 365 for mobile privilege."
0x8004F00C,-2147160052,"CannotAddWorkflowActivationToSolution","Cannot add Workflow Activation to solution."
0x80048448,-2147187640,"CannotAssignAddressBookFilters","Cannot assign address book filters"
0x80090905,-2146891515,"CannotAssignDelegatedMailboxApproverRoleToTeam","The Delegated Mailbox Approver role cannot be assigned to a team."
0x80090904,-2146891516,"CannotAssignDelegatedMailboxApproverRoleUnlessGlobalAdmin","You must be an Office 365 Global Administrator or an Exchange Administrator to assign the Delegated Mailbox Approver role."
0x800404ff,-2147220225,"CannotAssignOfflineFilters","Cannot assign offline filters"
0x80040264,-2147220892,"CannotAssignOutlookFilters","Cannot assign outlook filters"
0x80048331,-2147187919,"CannotAssignRolesOrProfilesToAccessTeam","Cannot assign roles or profiles to an access team (TeamId = {0})."
0x80041d51,-2147213999,"CannotAssignRolesToSupportUser","The support user are read-only, which cannot be assigned with other roles"
0x80048d35,-2147185355,"CannotAssignRoleToDisabledUser","User(Id = {0}) is disabled. User must be enabled or Organization setting AllowRoleAssignmentOnDisabledUsers must be turned on for assigning security role to disabled user."
0x80041d44,-2147214012,"CannotAssignSupportUser","The Support User Role cannot be assigned to a user."
0x80048340,-2147187904,"CannotAssignToAccessTeam","You cannot assign a record to the access team. You can assign a record to the owner team."
0x8004032d,-2147220691,"CannotAssignToDisabledBusiness","The specified business unit(Id = {0}) cannot be assigned to user because it is disabled."
0x80048d36,-2147185354,"CannotAssociateDisabledUsersToTeams","User(s)(Id(s) = {0}) is(are) disabled. Users must be enabled or Organization setting AllowDisabledUsersAddedToOwnerTeams must be turned on for adding disabled users to teams."
0x80061117,-2147086057,"CannotAssociateExternalPartyItem","You can’t associate more than one external party item with an entity record that has been enabled as an external party."
0x80040304,-2147220732,"CannotAssociateInactiveItemToCampaign","Cannot associate an inactive item to a Campaign."
0x8006099B,-2147087973,"CannotAssociateInvalidEntityToProfileItem","Invalid object type code."
0x8004F999,-2147157607,"CannotAssociateProductFamily","You can't create a relationship with a product family."
0x80081011,-2146955247,"CannotAssociateRetiredBundles","You can't create a product relationship with a retired bundle."
0x8004F974,-2147157644,"CannotAssociateRetiredProducts","You can't create a product relationship with a retired product."
0x80040254,-2147220908,"CannotBindToSession","Cannot bind to another session, session already bound."
0x80100001,-2146435071,"CannotCancelInvoice","The invoice cannot be cancelled because it is not in active or paid state."
0x80040d38,-2147218120,"CannotChangeAccessMode","A user cannot change their access mode if they are the only user with Full Access mode."
0x80045035,-2147200971,"CannotChangeAccessModeForInternetMarketingUser","Internet Marketing User is a system user. You cannot change its access mode."
0x80090482,-2146892670,"CannotChangeAttributeFormat","You cannot change the format {0} to format {1} on column {2} of table {3}."
0x80090480,-2146892672,"CannotChangeAttributeMaxLength","The maximum length cannot be changed for column {0} because current maximum length {1} is already out of allowed range from {2} to {3}."
0x8004D293,-2147167597,"CannotChangeAttributeRequiredLevel","An attribute's required level cannot be changed from SystemRequired"
0x80050106,-2147155706,"CannotChangeBaseSolutionOfAppModuleAssosiatedWithUnifiedApp","Cannot Change Base Solution for App '{0}'. Changing Base Solution for App associated with unified app is not supported."
0x80072607,-2147015161,"CannotChangeConnectorDisplayName","The connector display name attribute cannot be changed."
0x800608F4,-2147088140,"CannotChangeConvertRuleState","Error occured during activating Convert Rule.Please check your privileges on Workflow and kindly try again or Contact your system administrator."
0x800609A4,-2147087964,"CannotChangeDaysSinceRecordLastModified","You need to enable this entity for mobile offline before you can set or change the number of days since the record was last modified."
0x80045036,-2147200970,"CannotChangeInvitationStatusForInternetMarketingUser","Internet Marketing User is a system user. You cannot change its invitation status."
0x80061013,-2147086317,"CannotChangeProductRelationship","You can't add or modify the product relationship of a retired product."
0x8004F986,-2147157626,"CannotChangeSelectedBundleToAnotherValue","If a bundle is selected as an existing product, you can't change it to another value."
0x8004F987,-2147157625,"CannotChangeSelectedProductWithBundle","If a product is selected as an existing product, you can't change it to a bundle."
0x80048d2e,-2147185362,"CannotChangeSelfAccessMode","You can not change your own access mode. Contact another System Administrator. Details: {0}"
0x8004F863,-2147157917,"CannotChangeState","Error occured during activating SLA.Please check your privileges on Workflow and kindly try again or Contact your system administrator."
0x80040279,-2147220871,"CannotChangeStateOfNonpublicView","Only public views can be deactivated and activated."
0x80048337,-2147187913,"CannotChangeTeamTypeDueToOwnership","You cannot modify the type of the team because there are records owned by the team."
0x80048336,-2147187914,"CannotChangeTeamTypeDueToRoleOrProfile","You cannot modify the type of the team because there are security roles or field security profiles assigned to the team."
0x800608ED,-2147088147,"CannotClearChannelPropertyGroupFromConvertRule","The Channel Property Group is used by one or more steps. Delete the properties from the conditions and steps that use the record before you save or activate the rule."
0x8004F985,-2147157627,"CannotCloneBundleAsProductLimitExceeded","You can't create this new bundle because it contains more than the allowed number of {0} products that a bundle can contain."
0x80061034,-2147086284,"CannotCloneBundleWithRetiredProducts","You can't clone a bundle that contains retired products."
0x80061020,-2147086304,"CannotCloneProductKit","You can't clone a kit."
0x8004F456,-2147158954,"CannotCloseCase","This operation can't be completed. One or more child cases can't be closed because of the status transition rules that are defined for cases."
0x8004026c,-2147220884,"CannotCompleteLockRequest","Cannot complete Request due to timeout taking {0} lock."
0x80048217,-2147188201,"CannotConnectToSelf","Cannot connect a record to itself."
0x80061030,-2147086288,"CannotConvertBundleToKit","You can't convert a bundle to a kit."
0x80061018,-2147086312,"CannotConvertProductAssociatedWithBundleToKit","You can't convert a product that is a part of a bundle to a kit."
0x80061016,-2147086314,"CannotConvertProductAssociatedWithFamilyToKit","You can't convert a product that belongs to a product family to a kit."
0x80061029,-2147086295,"CannotConvertProductFamilyToKit","You can't convert a product family to a kit."
0x80040306,-2147220730,"CannotCopyIncompatibleListType","Cannot copy lists of different types."
0x8004F704,-2147158268,"CannotCopyStaticList","This action is valid only for dynamic list."
0x80047006,-2147192826,"CannotCreateActivityRelationship","Relationship with activities cannot be created through this operation"
0x80048447,-2147187641,"CannotCreateAddressBookFilters","Cannot create address book filters"
0x80060853,-2147088301,"CannotCreateCase","You can't create this case as the default entitlement for the specified customer has no remaining terms."
0x80072001,-2147016703,"CannotCreateComponentDefinition","Creation of a new component definition is not supported"
0x8009724F,-2146864561,"CannotCreateCustomEntityKeysForNonRelationalEntities","Custom entity keys cannot be created for Elastic Tables."
0x80061112,-2147086062,"CannotCreateExternalPartyWithSameCorrelationKey","An external party record already exists with the same correlation key value."
0x80041d46,-2147214010,"CannotCreateFromSupportUser","Cannot create a role from Support User Role."
0x80061012,-2147086318,"CannotCreateKitOfTypeFamilyOrBundle","You can't create a kit of type bundle or product family."
0x80048344,-2147187900,"CannotCreateOrEnablePositionDueToParentPositionIsDisabled","A child position cannot be created/enabled under a disabled parent position."
0x80040263,-2147220893,"CannotCreateOutlookFilters","Cannot create outlook filters"
0x8004A201,-2147180031,"CannotCreatePluginInstance","Can not create instance of a plug-in. Verify that plug-in type is not defined as abstract and it has a public constructor supported by Dynamics 365 SDK."
0x80081013,-2146955245,"CannotCreatePropertyOptionSetItem","You can only create a property option set item record that refers to a property that has its data type set to Option Set."
0x8004051e,-2147220194,"CannotCreateQueueItemInactiveObject","Deactivated object cannot be added to queue."
0x80040312,-2147220718,"CannotCreateResponseForTemplate","CampaignResponse can not be created for Template Campaign."
0x80090471,-2146892687,"CannotCreateRoutingRuleForNonCaseEntity","Basic routing rulesets are only available for cases."
0x8004F848,-2147157944,"CannotCreateRuleOnAnyEntityRoutingRuleFCBOff","Unable to create routing rule set record for entities (except case entity) as the feature control bit for entity records routing is disabled."
0x8007200C,-2147016692,"CannotCreateSelfReferencingParentChild","Parent-Child relationship {0} cannot be self-referenced."
0x80090423,-2146892765,"CannotCreateSelfReferentialPolymorphicLookup","Relationship for polymorphic lookup cannot be self referential. The entity '{0}' cannot be the referencing and referenced entity."
0x80055005,-2147135483,"CannotCreateSLAForEntity","You can't create a service level agreement (SLA) for this entity because it’s not enabled for creating SLAs"
0x80041d4d,-2147214003,"CannotCreateSyncUserIsLicensedField","The property IsLicensed cannot be set for Sync User Creation."
0x80041d4b,-2147214005,"CannotCreateSyncUserObjectMissing","This is not a valid Microsoft Online Services ID for this organization."
0x80090481,-2146892671,"CannotCreateSystemFieldOnEntityUpdate","Attribute {0} cannot be created on an existing entity {1} because it is not a custom field."
0x800608D5,-2147088171,"CannotCreateSystemOrDefaultTheme","You can’t create system or default themes. System or default theme can only be created out of box."
0x80044804,-2147203068,"CannotCreateUpdateSourceAttribute","Source Attribute Not Valid For Create/Update if Metric Type is Count."
0x8004027a,-2147220870,"CannotDeactivateDefaultView","Default views cannot be deactivated."
0x80061105,-2147086075,"CannotDeactivateGuestProfile","You can't set this guest channel access profile as inactive."
0x80071129,-2147020503,"CannotDefineMultipleValuesOnOwnerFieldInProfileItemEntityFilter","You cannot define multiple values on this field."
0x80048359,-2147187879,"CannotDeleteAadUser","User with SystemUserId={0} and AzureActiveDirectoryObjectId={1} is present in Azure Active Directory with state {2}. Please permanently delete user in Azure first."
0x8004F880,-2147157888,"CannotDeleteActiveCaseCreationRule","You can't delete an active rule. Deactivate the Record Creation and Update Rule, and then try deleting it."
0x8004F894,-2147157868,"CannotDeleteActiveRecordCreationRuleItem","You can’t delete an active record creation rule item. Deactivate the record creation rule, and then try deleting it."
0x8004F850,-2147157936,"CannotDeleteActiveRule","You can not delete an active routing rule. Deactivate the rule to delete it."
0x8004F870,-2147157904,"CannotDeleteActiveSla","You can't delete an active SLA. Deactivate the SLA, and then try deleting it."
0x80050130,-2147155664,"CannotDeleteAppModuleAdministration","This app can’t be deleted."
0x80050129,-2147155671,"CannotDeleteAppModuleClientType","This app can’t be deleted."
0x8004032b,-2147220693,"CannotDeleteAsBackgroundOperationInProgress","This record is currently being used by Microsoft Dynamics 365 and cannot be deleted. Try again later. If  the problem persists, contact your system administrator."
0x80040228,-2147220952,"CannotDeleteAsItIsReadOnly","The object cannot be deleted because it is read-only."
0x80045030,-2147200976,"CannotDeleteAttributeUsedInWorkflow","This attribute cannot be deleted because it is used in one or more workflows. Cancel any system jobs for workflows that use this attribute, then delete or modify any workflows that use the attribute, and then try to delete the attribute again."
0x80048cfe,-2147185410,"CannotDeleteBaseMoneyCalculationAttribute","The base money calculation Attribute is not valid for deletion"
0x80041d5a,-2147213990,"CannotDeleteBasicUser","The Basic User Role cannot be deleted."
0x8004022f,-2147220945,"CannotDeleteCannedView","System-defined views cannot be deleted."
0x8004F088,-2147159928,"CannotDeleteCDSDefaultSolution","Attempting to delete a Common Data Services Default solution."
0x80061108,-2147086072,"CannotDeleteChannelAccessProfileRule","You can't delete an active channel access profile rule. Deactivate the rule and then delete it."
0x800608EB,-2147088149,"CannotDeleteChannelProperty","You can’t delete a channel property which is being referred in a convert rule."
0x80047016,-2147192810,"CannotDeleteChildAttribute","The Child Attribute is not valid for deletion"
0x8004502C,-2147200980,"CannotDeleteCustomEntityUsedInWorkflow","Cannot delete entity because it is used in a workflow."
0x8006099A,-2147087974,"CannotDeleteDefaultProfile","To delete this profile, you first need to set it so that it’s no longer a default mobile offline profile."
0x80044341,-2147204287,"CannotDeleteDefaultStatusOption","Default Status options cannot be deleted."
0x80048307,-2147187961,"CannotDeleteDefaultTeam","The default business unit team can't be deleted (TeamId = {0})."
0x80040227,-2147220953,"CannotDeleteDueToAssociation","The object you tried to delete is associated with another object and cannot be deleted. {0}"
0x80061612,-2147084782,"CannotDeleteDueToBasketEntityAssociation","You can't delete a Recommendation entity if it has a corresponding Basket entity."
0x8004F892,-2147157870,"CannotDeleteDynamicPropertyInRetiredState","You can't delete a property of a retired product."
0x80081003,-2146955261,"CannotDeleteDynamicPropertyInUse","Retired Properties being used in transactions can not be deleted."
0x80048356,-2147187882,"CannotDeleteEnabledUser","User with SystemUserId={0} is not disabled. Disable user before deletion."""
0x80044323,-2147204317,"CannotDeleteEnumOptionsFromAttributeType","You can delete options only from picklist and status attributes."
0x80061104,-2147086076,"CannotDeleteGuestProfile","You can't delete this guest channel access profile."
0x80081014,-2146955244,"CannotDeleteInheritedDynamicProperty","You can't delete a property that is inherited from a product family."
0x80048418,-2147187688,"CannotDeleteInUseAttribute","The selected attribute cannot be deleted because it is referenced by one or more duplicate detection rules that are being published."
0x8004F01F,-2147160033,"CannotDeleteInUseComponent","The {0}({1}) component cannot be deleted because it is referenced by {2} other components. For a list of referenced components, use the RetrieveDependenciesForDeleteRequest."
0x80048420,-2147187680,"CannotDeleteInUseEntity","The selected entity cannot be deleted because it is referenced by one or more duplicate detection rules that are in process of being published."
0x80048417,-2147187689,"CannotDeleteInUseOptionSet","This option set cannot be deleted. The current set of entities that reference this option set are: {0}. These references must be removed before this option set can be deleted"
0x80046FFF,-2147192833,"CannotDeleteLastEmailAttribute","You cannot delete this field because the record type has been enabled for e-mail."
0x8004F032,-2147160014,"CannotDeleteMetadata","The '{2}' operation on the current component(name='{0}', id='{1}') failed during managed property evaluation of condition: '{3}'"
0x80044800,-2147203072,"CannotDeleteMetricWithGoals","This goal metric is being used by one or more goals and cannot be deleted."
0x8004F200,-2147159552,"CannotDeleteNonLeafNode","Only a leaf statement can be deleted. This statement is parenting some other statement."
0x80081006,-2146955258,"CannotDeleteNotOwnedDynamicProperty","You cannot delete a dynamic property that is inherited from a product family."
0x800608B7,-2147088201,"CannotDeleteOneNoteTableOfContent","You can’t delete this file because it contains links to OneNote notebook sections. To delete notebook contents, open the notebook in OneNote and delete the contents from there. To delete a notebook, open SharePoint and delete the notebook from there."
0x8005F248,-2147093944,"CannotDeleteOnlineRecord","You can’t delete this record because it doesn’t exist in the offline mode."
0x80048404,-2147187708,"CannotDeleteOptionSet","The selected OptionSet cannot be deleted"
0x80044F02,-2147201278,"CannotDeleteOrCancelSystemJobs","You can't cancel or delete this system job because it's required by the system. You can only pause, resume, or postpone this job."
0x80081100,-2146955008,"CannotDeleteOverriddenProperty","You can't delete this property because it's overridden for one more or child records. Remove the overridden versions of the property, republish the product family hierarchy, and then try deleting the property."
0x8004A10e,-2147180274,"CannotDeletePartnerSolutionWithOrganizations","Can not delete partner solution as one or more organizations are associated with it"
0x8004A10d,-2147180275,"CannotDeletePartnerWithPartnerSolutions","Can not delete partner as one or more solutions are associated with it"
0x80047002,-2147192830,"CannotDeletePrimaryUIAttribute","The Primary UI Attribute is not valid for deletion"
0x80061010,-2147086320,"CannotDeleteProductFromActiveBundle","You can't remove products from a bundle that's either active or under revision."
0x80081016,-2146955242,"CannotDeleteProductStatusCode","You can't delete a system-generated status reason."
0x80061107,-2147086073,"CannotDeleteProfileWithExternalPartyItem","You can't delete this channel access profile because it's associated to an external party item. Remove the association, and then try again."
0x80061106,-2147086074,"CannotDeleteProfileWithProfileRules","You can't delete this channel access profile because it's being used by one or more channel access profile rules. Remove this profile from the channel access profile rules, and then try again."
0x80081015,-2146955243,"CannotDeletePropertyOverriddenByBundleItem","You can't delete this property because it's overridden in one or more related bundle products. Remove the overridden versions of the property from the related bundle products, publish the bundles that were changed, and then try again."
0x80631117,-2140991209,"CannotDeleteQueueWithQueueItems","You can't delete this queue because it has items assigned to it. Assign these items to another user, team, or queue and try again."
0x80731118,-2139942632,"CannotDeleteQueueWithRouteRules","You can't delete this queue because one or more routing rule sets use this queue. Remove the queue from the routing rule sets and try again."
0x8004F859,-2147157927,"CannotDeleteRelatedSla","The SLA record couldn't be deleted. Please try again or contact your system administrator"
0x8004F006,-2147160058,"CannotDeleteRestrictedPublisher","Attempting to delete a restricted publisher."
0x8004F005,-2147160059,"CannotDeleteRestrictedSolution","Attempting to delete a restricted solution."
0x80041d55,-2147213995,"CannotDeleteSpecialRole","The role cannot be deleted."
0x80041d42,-2147214014,"CannotDeleteSupportUser","The Support User Role cannot be deleted."
0x80041d2e,-2147214034,"CannotDeleteSysAdmin","The System Administrator Role cannot be deleted."
0x80041d4a,-2147214006,"CannotDeleteSystemCustomizer","The System Customizer Role cannot be deleted."
0x80048432,-2147187662,"CannotDeleteSystemEmailTemplate","System e-mail templates cannot be deleted."
0x8004F652,-2147158446,"CannotDeleteSystemForm","System forms cannot be deleted."
0x80048361,-2147187871,"CannotDeleteSystemManagedTeam","The system managed team can't be deleted (TeamId = {0})."
0x8009725C,-2146864548,"CannotDeleteSystemRequiredAttribute","Cannot delete Attribute: {0} from Entity: {1} since the attribute is required by the system."
0x800608DA,-2147088166,"CannotDeleteSystemTheme","You can't delete system themes."
0x80048358,-2147187880,"CannotDeleteSystemUser","User with SystemUserId={0} is a special user (SYSTEM) and can't be deleted."
0x8004830E,-2147187954,"CannotDeleteTeamOwningRecords","Can't delete a team which owns records. Reassign or delete the records and try again (TeamId = {0}, {1})."
0x80048428,-2147187672,"CannotDeleteUpdateInUseRule","The duplicate detection rule is currently in use and cannot be updated or deleted. Please try again later."
0x8005E200,-2147098112,"CannotDeleteUserMailbox","The mailbox associated to a user or a queue cannot be deleted."
0x80048610,-2147187184,"CannotDeleteUserOwningRecords","Can't delete a user which owns records. Reassign or delete the records and try again (SystemUserId = {0}, {1})."
0x800609A3,-2147087965,"CannotDeleteUserProfile","You can’t delete an active mobile offline profile. Remove all users from the profile and try again."
0x8004416f,-2147204753,"CannotDeserializeRequest","The SDK request could not be deserialized."
0x8004501F,-2147200993,"CannotDeserializeWorkflowInstance","Workflow instance cannot be deserialized. A possible reason for this failure is a workflow referencing a custom activity that has been unregistered."
0x80045020,-2147200992,"CannotDeserializeXamlWorkflow","Xaml representing workflow cannot be deserialized into a DynamicActivity."
0x80048338,-2147187912,"CannotDisableAutoCreateAccessTeams","You cannot disable the auto create access team setting while there are associated team templates. {0}"
0x80048462,-2147187614,"CannotDisableDuplicateDetection","Duplicate detection cannot be disabled because a duplicate detection job is currently in progress. Try again later."
0x80045033,-2147200973,"CannotDisableInternetMarketingUser","You cannot disable the Internet Marketing Partner user. This user does not consume a user license and is not charged to your organization."
0x800609A5,-2147087963,"CannotDisableMobileOfflineFlagForEntity","You cannot disable Mobile Offline flag for this entity as it is being used in Mobile Offline Profiles"
0x80071111,-2147020527,"CannotDisableMobileOfflineFlagForImportEntity","You can’t disable mobile offline for the {0} entity using solution import. If you don’t want to use this entity in offline mode, uncheck the ‘Enable for Mobile Offline’ flag from the customization screen"
0x80040d39,-2147218119,"CannotDisableOnlyUserWithFullAccessMode","A user cannot be disabled if it is the only user with Full Access mode."
0x80048343,-2147187901,"CannotDisableOrDeletePositionDueToAssociatedUsers","This position can’t be deleted until all associated users are removed from this position."
0x80060303,-2147089661,"CannotDisableRelevanceSearchManagedProperty","The {0} entity is currently syncing to an external search index.  You must remove the entity from the external search index before you can set the ""Can Enable Sync to External Search Index"" property to False."
0x80041d2f,-2147214033,"CannotDisableSysAdmin","A user cannot be disabled if they are the only user that has the System Administrator Role."
0x80041d65,-2147213979,"CannotDisableTenantAdmin","Users who are granted the Microsoft Office 365 Global administrator or Service administrator role cannot be disabled in Microsoft Dynamics 365 Online. You must first remove the Microsoft Office 365 role, and then try again."
0x8004F851,-2147157935,"CannotEditActiveRule","You can not edit an active routing rule. Deactivate the rule to delete it."
0x8004F860,-2147157920,"CannotEditActiveSla","You can't delete active SLA .Please deactivate the SLA to delete or Contact your system administrator."
0x80048357,-2147187881,"CannotEnableDeletedUser","User with SystemUserId={0} was deleted (DeletedState={1}) and can't be enabled."
0x80048421,-2147187679,"CannotEnableDuplicateDetection","Duplicate detection cannot be enabled because one or more rules are being published."
0x80060302,-2147089662,"CannotEnableEntityForRelevanceSearch","Entity {0} can’t be enabled for relevance search because of the configuration of its managed properties."
0x8004027c,-2147220868,"CannotExceedFilterLimit","Cannot exceed synchronization filter limit."
0x8004852C,-2147187412,"CannotExecuteRequestBecauseHttpsIsRequired","HTTPS protocol is required for this type of request, please enable HTTPS protocol and try again."
0x80090474,-2146892684,"CannotExportRoutingRuleForNonCaseEntity","Exporting routing rules is only available for cases when using basic routing rulesets."
0x8004F847,-2147157945,"CannotExportRuleOnAnyEntityRoutingRuleFCBOff","Unable to export routing rule set record for entities (except case entity) as the feature control bit for entity records routing is disabled."
0x8004F083,-2147159933,"CannotFindBaseFromUpgrade","Cannot find the data for the previous version of the holding solution: [{0}]."
0x80044342,-2147204286,"CannotFindDomainAccount","Invalid domain account"
0x8004F060,-2147159968,"CannotFindLayerToMerge","Cannot find a suitable layer to merge Component: [{0}] with Id: [{1}]. Cannot continue with the operation. Check the layers of the component."
0x800404eb,-2147220245,"CannotFindObjectInQueue","The object was not found in the given queue"
0x800404ec,-2147220244,"CannotFindUserQueue","Cannot find user queue"
0x8004F6A3,-2147158365,"CannotFollowInactiveEntity","Can't follow inactive record."
0x80090012,-2146893806,"CannotGenerateFileSasUrl","Cannot generate SAS url for this file."
0x80048446,-2147187642,"CannotGrantAccessToAddressBookFilters","Cannot grant access to address book filters"
0x80040271,-2147220879,"CannotGrantAccessToOfflineFilters","Cannot grant access to offline filters"
0x80040268,-2147220888,"CannotGrantAccessToOutlookFilters","Cannot grant access to outlook filters"
0x80047018,-2147192808,"CannotHaveDuplicateYomi","One attribute can be tied to only one yomi at a time"
0x8004027d,-2147220867,"CannotHaveMultipleDefaultFilterTemplates","Cannot have multiple default synchronization templates for a single entity."
0x80044246,-2147204538,"CannotImportNullStringsForBaseLanguage","The base language translation string present in worksheet {0}, row {1}, column {2} is null."
0x80090472,-2146892686,"CannotImportRoutingRuleForNonCaseEntity","Importing routing rules is only available for cases when using basic routing rulesets."
0x8004F845,-2147157947,"CannotImportRuleOnAnyEntityRoutingRuleFCBOff","Unable to import routing rule set record for entities (except case entity) as the feature control bit for entity records routing is disabled."
0x8004F846,-2147157946,"CannotImportRuleOnFieldMetadataUnavailable","Unable to import routing rule set record for entities (except case entity) as the metadata for msdyn_entitylogicalname field is unavailable."
0x8004D212,-2147167726,"CannotInviteDisabledUser","An invitation cannot be sent to a disabled user"
0x80045031,-2147200975,"CannotLocateRecordForWorkflowActivity","A record required by this workflow job could not be found."
0x80041d38,-2147214024,"CannotMakeReadOnlyUser","A user cannot be made a read only user if they are the last non read only user that has the System Administrator Role."
0x80041d39,-2147214023,"CannotMakeSelfReadOnlyUser","You cannot make yourself a read only user"
0x8004F457,-2147158953,"CannotMergeCase","The merge couldn't be performed. One or more of the selected cases couldn't be cancelled because of the status transition rules that are defined for cases."
0x80048445,-2147187643,"CannotModifyAccessToAddressBookFilters","Cannot modify access for address book filters"
0x80040272,-2147220878,"CannotModifyAccessToOfflineFilters","Cannot modify access for offline filters"
0x80040269,-2147220887,"CannotModifyAccessToOutlookFilters","Cannot modify access for outlook filters"
0x80040376,-2147220618,"CannotModifyOldDataFromImport","The corresponding record in Microsoft Dynamics 365 has more recent data, so this record was ignored."
0x80048538,-2147187400,"CannotModifyPatchedSolution","Cannot modify solution because it has the following patches: {0}."
0x8004F038,-2147160008,"CannotModifyReportOutsideSolutionIfManaged","Managed solution cannot update reports which are not present in solution package."
0x80060555,-2147089067,"CannotModifyRollupDependentField","Rollup field {0} created this field. It can’t be modified directly."
0x80041d33,-2147214029,"CannotModifySpecialUser","No modifications to the 'SYSTEM' or 'INTEGRATION' user are permitted."
0x80041d43,-2147214013,"CannotModifySupportUser","The Support User Role cannot be modified."
0x80041d31,-2147214031,"CannotModifySysAdmin","The System Administrator Role cannot be modified."
0x80081005,-2146955259,"CannotOverrideOwnedDynamicProperty","You can't override a property that isn't inherited from a product family."
0x8004F887,-2147157881,"CannotOverrideProperty","You can't override this property as another overriden version of this property already exists. Please delete the previously overridden version, and then try again."
0x8004F914,-2147157740,"CannotOverridePropertyFromDifferentHierarchy","You can't override a property that belongs to a different product hierarchy."
0x8004F016,-2147160042,"CannotOverwriteActiveComponent","A managed solution cannot overwrite the {0} component {1} with Id={2} which has an unmanaged base instance.  The most likely scenario for this error is that an unmanaged solution has installed a new unmanaged {0} component on the target system, and now a managed solution from the same publisher is trying to install that same {0} component as managed.  This will cause an invalid layering of solutions on the target system and is not allowed."
0x80061036,-2147086282,"CannotOverwriteProperty","You can't overwrite this property as another overwritten version of this property already exists. Please delete the previously overwritten version, and then try again."
0x80090102,-2146893566,"CannotParseFieldFromSQL","The field with column name '{0}' on the table with name '{1}' cannot be parsed from SQL to type {2}."
0x80100000,-2146435072,"CannotPayNonActiveInvoice","The invoice cannot be paid because it is not in active state."
0x80040311,-2147220719,"CannotPropagateCamapaignActivityForTemplate","Cannot execute (distribute) a CampaignActivity for a template Campaign."
0x8004A10f,-2147180273,"CannotProvisionPartnerSolution","Can not provision partner solution as it is either already provisioned or going through provisioning."
0x80050114,-2147155692,"CannotPublishAppModule","We can’t publish the app because it has validation errors."
0x8004F907,-2147157753,"CannotPublishBundleWithProductStateDraftOrRetire","You can't publish this bundle because its associated products are in a draft state, are retired, or are being revised."
0x8004F909,-2147157751,"CannotPublishChildOfNonActiveProductFamily","You can't publish this record because it belongs to a product family that isn't published."
0x80048414,-2147187692,"CannotPublishEmptyRule","No criteria have been specified. Add criteria, and then publish the duplicate detection rule."
0x80048413,-2147187693,"CannotPublishInactiveRule","The selected duplicate detection rule is marked as Inactive. Before publishing, you must activate the rule."
0x8004F916,-2147157738,"CannotPublishKitWithProductStateDraftOrRetire","You can't publish this kit because its associated products are in a draft state, are retired, or are being revised."
0x80048419,-2147187687,"CannotPublishMoreRules","The selected record type already has the maximum number of published rules. Unpublish or delete existing rules for this record type, and then try again."
0x80061011,-2147086319,"CannotPublishNestedBundle","You can't publish a bundle that contains bundles. Remove any bundles from this one, and then try to publish again."
0x80081018,-2146955240,"CannotQualifyLead","You can't qualify this lead because you don't have permission to create accounts. Work with your system administrator to create the account and then try again."
0x8004F00D,-2147160051,"CannotQueryBaseTableWithAggregates","Invalid query on base table.  Aggregates cannot be included in base table query."
0x80040307,-2147220729,"CannotRelateObjectTypeToCampaign","Specified Object Type not supported"
0x8004030d,-2147220723,"CannotRelateObjectTypeToCampaignActivity","Specified Object Type not supported"
0x8004F000,-2147160064,"CannotRemoveComponentFromDefaultSolution","A Solution Component cannot be removed from the Default Solution."
0x8004F021,-2147160031,"CannotRemoveComponentFromSolution","Cannot find solution component {0} {1} in solution {2}."
0x8004F035,-2147160011,"CannotRemoveComponentFromSystemSolution","A Solution Component cannot be removed from the System Solution."
0x80041d45,-2147214011,"CannotRemoveFromSupportUser","A user cannot be removed from the Support User Role."
0x80041d30,-2147214032,"CannotRemoveFromSysAdmin","A user cannot be removed from the System Administrator Role if they are the only user that has the role."
0x8004830C,-2147187956,"CannotRemoveMembersFromDefaultTeam","Can't remove members from the default business unit team (TeamId = {0})."
0x80048458,-2147187624,"CannotRemoveNonListMember","Specified Item not a member of the specified List."
0x80061008,-2147086328,"CannotRemoveProductFromPricelist","You can't remove this product from the pricelist because one or more bundles refer to it."
0x8004F505,-2147158779,"CannotRemoveSysAdminProfileFromSysAdminUser","The Sys Admin Profile cannot be removed from a user with a Sys Admin Role"
